path,asset_kind,origin_class,sha256,bytes,line_count,family,functional_summary,has_main_guard,definitions,imports,local_dependencies,external_repo_references,absolute_path_count,plotting_code,notebook_output_count,notebook_executed_cells,paper_role,target_disposition,canonical_replacement,deletion_gate,evidence_status
diffusion.py,py,upstream_locally_modified,1ee417356146ea0e3bd6e0a1ded167ce031a4fb1114ee62f3c0c7ea5704fe7f6,36173,1017,upstream_modified,来自上游但被 ApexOracle 本地修改的 runtime/config，属于 mixed-origin 高风险文件。,False,function:_sample_categorical;function:_unsqueeze;class:Loss;class:NLL;class:BPD;function:BPD.compute;class:Perplexity;function:Perplexity.compute;class:Diffusion;function:Diffusion.__init__;function:Diffusion._validate_configuration;function:Diffusion.on_load_checkpoint;function:Diffusion.on_save_checkpoint;function:Diffusion.on_train_start;function:Diffusion.optimizer_step;function:Diffusion._subs_parameterization;function:Diffusion._d3pm_parameterization;function:Diffusion._sedd_parameterization;function:Diffusion._process_sigma;function:Diffusion.forward;function:Diffusion._d3pm_loss;function:Diffusion._compute_loss;function:Diffusion.on_train_epoch_start;function:Diffusion.training_step;function:Diffusion.on_validation_epoch_start;function:Diffusion.validation_step;function:Diffusion.on_validation_epoch_end;function:Diffusion.configure_optimizers;function:Diffusion.eval_retokenize;function:Diffusion.compute_generative_perplexity;function:Diffusion.q_xt;function:Diffusion._sample_prior;function:Diffusion._ddpm_caching_update;function:Diffusion._ddpm_update;function:Diffusion._ar_sampler;function:Diffusion._sample;function:Diffusion.restore_model_and_sample;function:Diffusion.get_score;function:Diffusion._staggered_score;function:Diffusion._analytic_update;function:Diffusion._denoiser_update;function:Diffusion._transp_transition;function:Diffusion._sample_t;function:Diffusion._maybe_sub_sample;function:Diffusion._reconstruction_loss;function:Diffusion._forward_pass_diffusion;function:Diffusion._loss;function:Diffusion._score_entropy;function:Diffusion.sample_subs_guidance;function:Diffusion.restore_model_and_semi_ar_sample,dataclasses;dataloader;hydra.utils;itertools;lightning;math;models;noise_schedule;numpy;os;torch;torch.nn.functional;torchmetrics;transformers;typing;utils,dataloader.py;models/__init__.py;noise_schedule.py;utils.py,,0,False,0,0,none_identified,hold_mixed_origin,拆分 upstream runtime 与 ApexOracle SELFIES/downstream profile（M2）,先逐项 characterise 本地 diff，并完成 clean/noisy/tokenization/runtime parity；不得整文件删除。,verified_by_git_blob_comparison
guaidance_classifier_all_data.py,py,apexoracle_legacy_added,527f42a068f7fff5ea0edd7aa2e636bc8b76193bf61018c71e18ba24107db34f,11010,325,peptide_classifier,generation 使用的 peptide classifier trainer/head 历史变体。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;class:ClsHead;function:ClsHead.__init__;function:ClsHead.forward;class:Pep_SM_Classifier;function:Pep_SM_Classifier.__init__;function:Pep_SM_Classifier.forward;function:Pep_SM_Classifier.training_step;function:Pep_SM_Classifier.validation_step;function:Pep_SM_Classifier.configure_optimizers,Bio;argparse;ast;collections;datasets;diffusion;hydra;itertools;json;lightning;lightning.pytorch.callbacks;lightning.pytorch.loggers;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,diffusion.py;models/__init__.py;noise_schedule.py,ApexOracle-Core,5,False,0,0,none_identified,separate_v1_v2_then_migrate,M3 versioned peptide-classifier profiles,v1 deployed checkpoint 与 v2/reviewer data provenance 分开并完成 logit parity 后才可移除。,verified_family_role_exact_v1_producer_pending
guaidance_classifier_all_data_non_pad_mean.py,py,apexoracle_legacy_added,1a98aec35f4d610b802f77df745375936f36ad62638657799101714c5a2a7686,11917,338,peptide_classifier,generation 使用的 peptide classifier trainer/head 历史变体。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;class:ClsHead;function:ClsHead.__init__;function:ClsHead.forward;function:mean_pooling;class:Pep_SM_Classifier;function:Pep_SM_Classifier.__init__;function:Pep_SM_Classifier.forward;function:Pep_SM_Classifier.training_step;function:Pep_SM_Classifier.validation_step;function:Pep_SM_Classifier.configure_optimizers,Bio;argparse;ast;collections;datasets;diffusion;hydra;itertools;json;lightning;lightning.pytorch.callbacks;lightning.pytorch.loggers;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,diffusion.py;models/__init__.py;noise_schedule.py,ApexOracle-Core,5,False,0,0,none_identified,separate_v1_v2_then_migrate,M3 versioned peptide-classifier profiles,v1 deployed checkpoint 与 v2/reviewer data provenance 分开并完成 logit parity 后才可移除。,verified_family_role_exact_v1_producer_pending
guaidance_classifier_all_data_pad_no_mask.py,py,apexoracle_legacy_added,a79d1352f767f399e1aab83398adb20e88a83514ca8aeeb3ed1aafd0534df53e,11352,337,peptide_classifier,generation 使用的 peptide classifier trainer/head 历史变体。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;class:ClsHead;function:ClsHead.__init__;function:ClsHead.forward;class:Pep_SM_Classifier;function:Pep_SM_Classifier.__init__;function:Pep_SM_Classifier.forward;function:Pep_SM_Classifier.training_step;function:Pep_SM_Classifier.validation_step;function:Pep_SM_Classifier.configure_optimizers,Bio;argparse;ast;collections;datasets;diffusion;hydra;itertools;json;lightning;lightning.pytorch.callbacks;lightning.pytorch.loggers;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,diffusion.py;models/__init__.py;noise_schedule.py,ApexOracle-Core,5,False,0,0,none_identified,separate_v1_v2_then_migrate,M3 versioned peptide-classifier profiles,v1 deployed checkpoint 与 v2/reviewer data provenance 分开并完成 logit parity 后才可移除。,verified_family_role_exact_v1_producer_pending
guaidance_regressor_all_data.py,py,apexoracle_legacy_added,055e87b0f7c88c2dc640c1d8d216e24c508e38d77282f5f0f0281efd0570d2e0,115264,1995,mic_guidance,MIC guidance regressor trainer，包含 clean/noisy、padding、CLS/mean 等历史 profile。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,4,False,0,0,none_identified,migrate_as_explicit_profiles,apexoracle_mdlm.models heads + M3 profile-driven trainer/scorer,checkpoint producer 血缘、resolved config、strict load 和 fixed-batch output parity 全部通过后才可移除。,verified_family_role_checkpoint_producer_pending
guaidance_regressor_all_data_non_pad.py,py,apexoracle_legacy_added,2a01a511e9a5d6428d8bc4f1240006db120c62c35631e89f67490e1e37732948,115506,1989,mic_guidance,MIC guidance regressor trainer，包含 clean/noisy、padding、CLS/mean 等历史 profile。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,5,False,0,0,none_identified,migrate_as_explicit_profiles,apexoracle_mdlm.models heads + M3 profile-driven trainer/scorer,checkpoint producer 血缘、resolved config、strict load 和 fixed-batch output parity 全部通过后才可移除。,verified_family_role_checkpoint_producer_pending
guaidance_regressor_all_data_non_pad_cls.py,py,apexoracle_legacy_added,2a01a511e9a5d6428d8bc4f1240006db120c62c35631e89f67490e1e37732948,115506,1989,mic_guidance,MIC guidance regressor trainer，包含 clean/noisy、padding、CLS/mean 等历史 profile。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,5,False,0,0,none_identified,migrate_as_explicit_profiles,apexoracle_mdlm.models heads + M3 profile-driven trainer/scorer,checkpoint producer 血缘、resolved config、strict load 和 fixed-batch output parity 全部通过后才可移除。,verified_family_role_checkpoint_producer_pending
guaidance_regressor_all_data_non_pad_cls_clean.py,py,apexoracle_legacy_added,1c15d5f6cb4e65b824d7381e1c7d1e037b49a2929eccb3b8aa02f314b4a5f447,115509,1989,mic_guidance,MIC guidance regressor trainer，包含 clean/noisy、padding、CLS/mean 等历史 profile。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,5,False,0,0,none_identified,migrate_as_explicit_profiles,apexoracle_mdlm.models heads + M3 profile-driven trainer/scorer,checkpoint producer 血缘、resolved config、strict load 和 fixed-batch output parity 全部通过后才可移除。,verified_family_role_checkpoint_producer_pending
guaidance_regressor_all_data_non_pad_cls_noise.py,py,apexoracle_legacy_added,8968c53f8c552baa960429787bb8156bdcae03a3f0e6d70d4f717e9182bb7801,116616,2008,mic_guidance,MIC guidance regressor trainer，包含 clean/noisy、padding、CLS/mean 等历史 profile。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,6,False,0,0,none_identified,migrate_as_explicit_profiles,apexoracle_mdlm.models heads + M3 profile-driven trainer/scorer,checkpoint producer 血缘、resolved config、strict load 和 fixed-batch output parity 全部通过后才可移除。,verified_family_role_checkpoint_producer_pending
guaidance_regressor_all_data_pad_no_mask.py,py,apexoracle_legacy_added,b727a1911bda908093b95d803c5f1298d734816a78a8f8763e61fd7d76b40f02,115259,1996,mic_guidance,MIC guidance regressor trainer，包含 clean/noisy、padding、CLS/mean 等历史 profile。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,4,False,0,0,none_identified,migrate_as_explicit_profiles,apexoracle_mdlm.models heads + M3 profile-driven trainer/scorer,checkpoint producer 血缘、resolved config、strict load 和 fixed-batch output parity 全部通过后才可移除。,verified_family_role_checkpoint_producer_pending
huggingface/huggingface_config.py,py,apexoracle_legacy_added,e781d344224579770da906e14d665575bc4da8c918bb0b7c0d494bebdbe96a9f,5961,163,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;class:MolEmbDLM;function:build_hf_config,Bio;argparse;ast;collections;huggingface_hub;hydra;itertools;json;logging;models;noise_schedule;numpy;omegaconf;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core,4,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
huggingface/huggingface_model/DLM_emb_model.py,py,apexoracle_legacy_added,61dd186a68586ea9a7dd06523b25c8d2d9610a0a2f6e4411b0b312834ff72050,7375,197,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;class:MolEmbDLM;function:MolEmbDLM.__init__;function:to_container_safe;function:build_hf_config,Bio;argparse;ast;collections;huggingface_hub;hydra;itertools;json;logging;models;noise_schedule;numpy;omegaconf;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core,4,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
huggingface/huggingface_model/config.json,json,apexoracle_legacy_added,095682dbf2690c213fd2cb3ecf07f13f3e7ae091dd16a43b5a21f36585e3fd0d,4658,159,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,False,,,,,1,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
huggingface/huggingface_model/example.py,py,apexoracle_legacy_added,e10ff834b37e80f9bdfe5b63c27d6a114c43bdf418ef0b616693b8c7d14723ec,758,33,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,False,,DLM_emb_model;torch;transformers,,,0,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
huggingface/huggingface_model/huggingface_config.py,py,apexoracle_legacy_added,50e2851bd9c068504a0d4e000e2c3a34ea97e8fcfce53c13953b1ee2b07b0eb8,5959,161,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;class:MolEmbDLM;function:build_hf_config,Bio;argparse;ast;collections;huggingface_hub;hydra;itertools;json;logging;models;noise_schedule;numpy;omegaconf;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core,4,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
huggingface/huggingface_model/models/__init__.py,py,apexoracle_legacy_added,102e918e884462b4ea48d9cc1e23a751bc04dcb715463882accbdbe0b71bc0c2,87,5,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,False,,,,,0,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
huggingface/huggingface_model/models/autoregressive.py,py,apexoracle_legacy_added,eabc0b5e993e46e744b13d67f3df5eba17d4bdda2b106137285833d01e81a1ce,9575,359,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,False,function:bias_dropout_add_scale;function:get_bias_dropout_add_scale;function:get_bias_dropout_add_scale._bias_dropout_add;function:bias_dropout_add_scale_fused_train;function:bias_dropout_add_scale_fused_inference;class:Rotary;function:Rotary.__init__;function:Rotary.forward;function:rotate_half;function:apply_rotary_pos_emb;class:LayerNorm;function:LayerNorm.__init__;function:LayerNorm.forward;function:residual_linear;class:DDiTBlock;function:DDiTBlock.__init__;function:DDiTBlock._get_bias_dropout_scale;function:DDiTBlock.forward;class:EmbeddingLayer;function:EmbeddingLayer.__init__;function:EmbeddingLayer.forward;class:DDitFinalLayer;function:DDitFinalLayer.__init__;function:DDitFinalLayer.forward;class:DDIT;function:DDIT.__init__;function:DDIT._get_bias_dropout_scale;class:AR;function:AR.__init__;function:AR.forward,einops;flash_attn;flash_attn.layers.rotary;huggingface_hub;math;omegaconf;torch;torch.nn;torch.nn.functional;typing,,,0,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
huggingface/huggingface_model/models/dimamba.py,py,apexoracle_legacy_added,17f1b4e11e5dd63acebd441532f37de51e5822f2583ef7c41fdabbe0a6a34ccc,40401,1136,huggingface_export,历史 Hugging Face model/tokenizer wrapper、config 或上传脚本。,False,class:Mamba;function:Mamba.__init__;function:Mamba.forward;function:Mamba.step;function:Mamba.allocate_inference_cache;function:Mamba._get_states_from_cache;class:Block;function:Block.__init__;function:Block._get_bias_dropout_scale;function:Block.forward;function:Block.allocate_inference_cache;class:BiMambaConfig;function:BiMambaConfig.__init__;function:create_block;class:BiMambaWrapper;function:BiMambaWrapper.__init__;function:BiMambaWrapper.forward;class:BiMambaEmbeddings;function:BiMambaEmbeddings.__init__;function:BiMambaEmbeddings.forward;class:BiMambaMixerModel;function:BiMambaMixerModel.__init__;function:BiMambaMixerModel.pre_apply_temb;function:BiMambaMixerModel.forward;function:cross_entropy;function:weighted_cross_entropy;class:BiMambaPreTrainedModel;function:BiMambaPreTrainedModel._init_weights;class:BiMamba;function:BiMamba.__init__;function:BiMamba.forward;class:BiMambaForMaskedLM;function:BiMambaForMaskedLM.__init__;function:BiMambaForMaskedLM.init_weights;function:BiMambaForMaskedLM.post_init;function:BiMambaForMaskedLM.get_input_embeddings;function:BiMambaForMaskedLM.set_input_embeddings;function:BiMambaForMaskedLM.get_output_embeddings;function:BiMambaForMaskedLM.set_output_embeddings;function:BiMambaForMaskedLM.tie_weights;function:BiMambaForMaskedLM.get_decoder;function:BiMambaForMaskedLM.set_decoder;function:BiMambaForMaskedLM.forward;class:DiMamba;function:DiMamba.__init__;function:DiMamba._get_bias_dropout_scale;function:DiMamba.forward,causal_conv1d;einops;functools;huggingface_hub;mamba_ssm.ops.selective_scan_interface;mamba_ssm.ops.triton.layernorm;mamba_ssm.ops.triton.selective_state_update;math;models.dit;numpy;omegaconf;torch;torch.nn;torch.nn.functional;transformers;transformers.modeling_outputs;typing,models/dit.py,,0,False,0,0,none_identified,audit_then_canonicalize_or_snapshot_only,M2 canonical exporter/model card（若最终需要发布）,public revision、权重 SHA、tokenizer、license 和正式 DLM checkpoint 对应关系确认后才可清理。,verified_family_role_revision_lineage_pending
